state_code,county_fips,county_name,latitude,longitude,county_name_normalized,county_name_base,county_name_base_normalized
AL,01001,Autauga County,32.532237,-86.64644,autauga county,Autauga,autauga
AL,01003,Baldwin County,30.659218,-87.746067,baldwin county,Baldwin,baldwin
AL,01005,Barbour County,31.870253,-85.405104,barbour county,Barbour,barbour
AL,01007,Bibb County,33.015893,-87.127148,bibb county,Bibb,bibb
AL,01009,Blount County,33.977358,-86.56644,blount county,Blount,blount
AL,01011,Bullock County,32.101759,-85.717261,bullock county,Bullock,bullock
AL,01013,Butler County,31.751667,-86.681969,butler county,Butler,butler
AL,01015,Calhoun County,33.770516,-85.827909,calhoun county,Calhoun,calhoun
AL,01017,Chambers County,32.915504,-85.394032,chambers county,Chambers,chambers
AL,01019,Cherokee County,34.069515,-85.654242,cherokee county,Cherokee,cherokee
AL,01021,Chilton County,32.854051,-86.726607,chilton county,Chilton,chilton
AL,01023,Choctaw County,31.990954,-88.248889,choctaw county,Choctaw,choctaw
AL,01025,Clarke County,31.685521,-87.818624,clarke county,Clarke,clarke
AL,01027,Clay County,33.2704,-85.863525,clay county,Clay,clay
AL,01029,Cleburne County,33.671964,-85.516126,cleburne county,Cleburne,cleburne
AL,01031,Coffee County,31.402258,-85.989602,coffee county,Coffee,coffee
AL,01033,Colbert County,34.703112,-87.801457,colbert county,Colbert,colbert
AL,01035,Conecuh County,31.430926,-86.988722,conecuh county,Conecuh,conecuh
AL,01037,Coosa County,32.931445,-86.243482,coosa county,Coosa,coosa
AL,01039,Covington County,31.243987,-86.448721,covington county,Covington,covington
AL,01041,Crenshaw County,31.730311,-86.320038,crenshaw county,Crenshaw,crenshaw
AL,01043,Cullman County,34.131923,-86.869267,cullman county,Cullman,cullman
AL,01045,Dale County,31.430654,-85.609476,dale county,Dale,dale
AL,01047,Dallas County,32.333526,-87.11436,dallas county,Dallas,dallas
AL,01049,DeKalb County,34.460915,-85.804021,dekalb county,DeKalb,dekalb
AL,01051,Elmore County,32.597229,-86.142735,elmore county,Elmore,elmore
AL,01053,Escambia County,31.122287,-87.16841,escambia county,Escambia,escambia
AL,01055,Etowah County,34.047641,-86.034263,etowah county,Etowah,etowah
AL,01057,Fayette County,33.716157,-87.764292,fayette county,Fayette,fayette
AL,01059,Franklin County,34.441989,-87.842814,franklin county,Franklin,franklin
AL,01061,Geneva County,31.092382,-85.821022,geneva county,Geneva,geneva
AL,01063,Greene County,32.844497,-87.9642,greene county,Greene,greene
AL,01065,Hale County,32.752796,-87.623061,hale county,Hale,hale
AL,01067,Henry County,31.516978,-85.239971,henry county,Henry,henry
AL,01069,Houston County,31.158183,-85.296411,houston county,Houston,houston
AL,01071,Jackson County,34.764114,-85.980056,jackson county,Jackson,jackson
AL,01073,Jefferson County,33.553444,-86.896536,jefferson county,Jefferson,jefferson
AL,01075,Lamar County,33.787085,-88.087431,lamar county,Lamar,lamar
AL,01077,Lauderdale County,34.904168,-87.651108,lauderdale county,Lauderdale,lauderdale
AL,01079,Lawrence County,34.529776,-87.321865,lawrence county,Lawrence,lawrence
AL,01081,Lee County,32.604064,-85.353048,lee county,Lee,lee
AL,01083,Limestone County,34.810239,-86.981399,limestone county,Limestone,limestone
AL,01085,Lowndes County,32.147888,-86.650586,lowndes county,Lowndes,lowndes
AL,01087,Macon County,32.387027,-85.692887,macon county,Macon,macon
AL,01089,Madison County,34.764238,-86.55108,madison county,Madison,madison
AL,01091,Marengo County,32.247591,-87.791091,marengo county,Marengo,marengo
AL,01093,Marion County,34.138219,-87.881551,marion county,Marion,marion
AL,01095,Marshall County,34.309564,-86.321668,marshall county,Marshall,marshall
AL,01097,Mobile County,30.684572,-88.196568,mobile county,Mobile,mobile
AL,01099,Monroe County,31.580353,-87.383342,monroe county,Monroe,monroe
AL,01101,Montgomery County,32.202881,-86.204461,montgomery county,Montgomery,montgomery
AL,01103,Morgan County,34.454484,-86.846402,morgan county,Morgan,morgan
AL,01105,Perry County,32.639005,-87.293827,perry county,Perry,perry
AL,01107,Pickens County,33.2968,-88.096864,pickens county,Pickens,pickens
AL,01109,Pike County,31.798653,-85.941608,pike county,Pike,pike
AL,01111,Randolph County,33.296461,-85.464064,randolph county,Randolph,randolph
AL,01113,Russell County,32.289811,-85.18698,russell county,Russell,russell
AL,01115,St. Clair County,33.719491,-86.311327,st. clair county,St. Clair,st. clair
AL,01117,Shelby County,33.266893,-86.661007,shelby county,Shelby,shelby
AL,01119,Sumter County,32.597481,-88.200057,sumter county,Sumter,sumter
AL,01121,Talladega County,33.369314,-86.17593,talladega county,Talladega,talladega
AL,01123,Tallapoosa County,32.863308,-85.799618,tallapoosa county,Tallapoosa,tallapoosa
AL,01125,Tuscaloosa County,33.29022,-87.522783,tuscaloosa county,Tuscaloosa,tuscaloosa
AL,01127,Walker County,33.791558,-87.301094,walker county,Walker,walker
AL,01129,Washington County,31.408503,-88.212404,washington county,Washington,washington
AL,01131,Wilcox County,31.990082,-87.304935,wilcox county,Wilcox,wilcox
AL,01133,Winston County,34.154566,-87.365346,winston county,Winston,winston
AK,02013,Aleutians East Borough,55.245044,-161.997477,aleutians east borough,Aleutians East,aleutians east
AK,02016,Aleutians West Census Area,51.948964,179.621188,aleutians west census area,Aleutians West,aleutians west
AK,02020,Anchorage Municipality,61.17425,-149.284329,anchorage municipality,Anchorage,anchorage
AK,02050,Bethel Census Area,60.929141,-160.152625,bethel census area,Bethel,bethel
AK,02060,Bristol Bay Borough,58.730546,-156.994473,bristol bay borough,Bristol Bay,bristol bay
AK,02063,Chugach Census Area,60.488474,-146.203092,chugach census area,Chugach,chugach
AK,02066,Copper River Census Area,62.034479,-143.922167,copper river census area,Copper River,copper river
AK,02068,Denali Borough,63.682039,-150.027016,denali borough,Denali,denali
AK,02070,Dillingham Census Area,59.543326,-158.267123,dillingham census area,Dillingham,dillingham
AK,02090,Fairbanks North Star Borough,64.670454,-146.496061,fairbanks north star borough,Fairbanks North Star,fairbanks north star
AK,02100,Haines Borough,59.098404,-135.575791,haines borough,Haines,haines
AK,02105,Hoonah-Angoon Census Area,58.403336,-135.884909,hoonah-angoon census area,Hoonah-Angoon,hoonah-angoon
AK,02110,Juneau City and Borough,58.37291,-134.178445,juneau city and borough,Juneau City and,juneau city and
AK,02122,Kenai Peninsula Borough,60.366668,-152.322283,kenai peninsula borough,Kenai Peninsula,kenai peninsula
AK,02130,Ketchikan Gateway Borough,55.449938,-131.106685,ketchikan gateway borough,Ketchikan Gateway,ketchikan gateway
AK,02150,Kodiak Island Borough,57.7044,-153.918372,kodiak island borough,Kodiak Island,kodiak island
AK,02158,Kusilvak Census Area,62.283588,-163.190171,kusilvak census area,Kusilvak,kusilvak
AK,02164,Lake and Peninsula Borough,58.108507,-156.413413,lake and peninsula borough,Lake and Peninsula,lake and peninsula
AK,02170,Matanuska-Susitna Borough,62.265626,-149.503993,matanuska-susitna borough,Matanuska-Susitna,matanuska-susitna
AK,02180,Nome Census Area,64.783686,-164.188912,nome census area,Nome,nome
AK,02185,North Slope Borough,69.449343,-153.47283,north slope borough,North Slope,north slope
AK,02188,Northwest Arctic Borough,67.005066,-160.021086,northwest arctic borough,Northwest Arctic,northwest arctic
AK,02195,Petersburg Borough,57.112458,-133.008598,petersburg borough,Petersburg,petersburg
AK,02198,Prince of Wales-Hyder Census Area,55.682773,-133.162389,prince of wales-hyder census area,Prince of Wales-Hyder,prince of wales-hyder
AK,02220,Sitka City and Borough,57.193204,-135.367396,sitka city and borough,Sitka City and,sitka city and
AK,02230,Skagway Municipality,59.560379,-135.338279,skagway municipality,Skagway,skagway
AK,02240,Southeast Fairbanks Census Area,63.864997,-143.218628,southeast fairbanks census area,Southeast Fairbanks,southeast fairbanks
AK,02275,Wrangell City and Borough,56.180779,-132.026788,wrangell city and borough,Wrangell City and,wrangell city and
AK,02282,Yakutat City and Borough,60.017508,-140.416847,yakutat city and borough,Yakutat City and,yakutat city and
AK,02290,Yukon-Koyukuk Census Area,65.375656,-151.578176,yukon-koyukuk census area,Yukon-Koyukuk,yukon-koyukuk
AZ,04001,Apache County,35.385084,-109.490172,apache county,Apache,apache
AZ,04003,Cochise County,31.840129,-109.775163,cochise county,Cochise,cochise
AZ,04005,Coconino County,35.829692,-111.773728,coconino county,Coconino,coconino
AZ,04007,Gila County,33.789618,-110.81187,gila county,Gila,gila
AZ,04009,Graham County,32.931828,-109.87831,graham county,Graham,graham
AZ,04011,Greenlee County,33.238872,-109.242323,greenlee county,Greenlee,greenlee
AZ,04012,La Paz County,33.72761,-114.038806,la paz county,La Paz,la paz
AZ,04013,Maricopa County,33.345176,-112.49893,maricopa county,Maricopa,maricopa
AZ,04015,Mohave County,35.717705,-113.749689,mohave county,Mohave,mohave
AZ,04017,Navajo County,35.390785,-110.321025,navajo county,Navajo,navajo
AZ,04019,Pima County,32.128038,-111.783657,pima county,Pima,pima
AZ,04021,Pinal County,32.918521,-111.366339,pinal county,Pinal,pinal
AZ,04023,Santa Cruz County,31.525733,-110.845228,santa cruz county,Santa Cruz,santa cruz
AZ,04025,Yavapai County,34.631071,-112.577225,yavapai county,Yavapai,yavapai
AZ,04027,Yuma County,32.773942,-113.910905,yuma county,Yuma,yuma
AR,05001,Arkansas County,34.28957,-91.376547,arkansas county,Arkansas,arkansas
AR,05003,Ashley County,33.190835,-91.772267,ashley county,Ashley,ashley
AR,05005,Baxter County,36.280268,-92.329949,baxter county,Baxter,baxter
AR,05007,Benton County,36.337819,-94.256298,benton county,Benton,benton
AR,05009,Boone County,36.304299,-93.079236,boone county,Boone,boone
AR,05011,Bradley County,33.466549,-92.169156,bradley county,Bradley,bradley
AR,05013,Calhoun County,33.56046,-92.513879,calhoun county,Calhoun,calhoun
AR,05015,Carroll County,36.33737,-93.540972,carroll county,Carroll,carroll
AR,05017,Chicot County,33.267139,-91.297158,chicot county,Chicot,chicot
AR,05019,Clark County,34.053316,-93.176208,clark county,Clark,clark
AR,05021,Clay County,36.367302,-90.418704,clay county,Clay,clay
AR,05023,Cleburne County,35.593628,-92.008898,cleburne county,Cleburne,cleburne
AR,05025,Cleveland County,33.893201,-92.188714,cleveland county,Cleveland,cleveland
AR,05027,Columbia County,33.223038,-93.232843,columbia county,Columbia,columbia
AR,05029,Conway County,35.26569,-92.689249,conway county,Conway,conway
AR,05031,Craighead County,35.827729,-90.631421,craighead county,Craighead,craighead
AR,05033,Crawford County,35.582959,-94.236193,crawford county,Crawford,crawford
AR,05035,Crittenden County,35.197559,-90.30512,crittenden county,Crittenden,crittenden
AR,05037,Cross County,35.285692,-90.763984,cross county,Cross,cross
AR,05039,Dallas County,33.967823,-92.653999,dallas county,Dallas,dallas
AR,05041,Desha County,33.828752,-91.244103,desha county,Desha,desha
AR,05043,Drew County,33.587242,-91.722778,drew county,Drew,drew
AR,05045,Faulkner County,35.146548,-92.336928,faulkner county,Faulkner,faulkner
AR,05047,Franklin County,35.508558,-93.887665,franklin county,Franklin,franklin
AR,05049,Fulton County,36.381322,-91.819285,fulton county,Fulton,fulton
AR,05051,Garland County,34.578852,-93.146932,garland county,Garland,garland
AR,05053,Grant County,34.285568,-92.422979,grant county,Grant,grant
AR,05055,Greene County,36.120607,-90.566346,greene county,Greene,greene
AR,05057,Hempstead County,33.735953,-93.664355,hempstead county,Hempstead,hempstead
AR,05059,Hot Spring County,34.315177,-92.944147,hot spring county,Hot Spring,hot spring
AR,05061,Howard County,34.083064,-93.990931,howard county,Howard,howard
AR,05063,Independence County,35.737499,-91.559942,independence county,Independence,independence
AR,05065,Izard County,36.094879,-91.913625,izard county,Izard,izard
AR,05067,Jackson County,35.596467,-91.223205,jackson county,Jackson,jackson
AR,05069,Jefferson County,34.277239,-91.929673,jefferson county,Jefferson,jefferson
AR,05071,Johnson County,35.573359,-93.466322,johnson county,Johnson,johnson
AR,05073,Lafayette County,33.240629,-93.611514,lafayette county,Lafayette,lafayette
AR,05075,Lawrence County,36.041098,-91.101153,lawrence county,Lawrence,lawrence
AR,05077,Lee County,34.779505,-90.779717,lee county,Lee,lee
AR,05079,Lincoln County,33.956385,-91.742355,lincoln county,Lincoln,lincoln
AR,05081,Little River County,33.701941,-94.236287,little river county,Little River,little river
AR,05083,Logan County,35.218654,-93.72091,logan county,Logan,logan
AR,05085,Lonoke County,34.755114,-91.894132,lonoke county,Lonoke,lonoke
AR,05087,Madison County,36.012545,-93.724053,madison county,Madison,madison
AR,05089,Marion County,36.266664,-92.678577,marion county,Marion,marion
AR,05091,Miller County,33.305505,-93.901502,miller county,Miller,miller
AR,05093,Mississippi County,35.766944,-90.052207,mississippi county,Mississippi,mississippi
AR,05095,Monroe County,34.679512,-91.20331,monroe county,Monroe,monroe
AR,05097,Montgomery County,34.545656,-93.664153,montgomery county,Montgomery,montgomery
AR,05099,Nevada County,33.666699,-93.305072,nevada county,Nevada,nevada
AR,05101,Newton County,35.910742,-93.215898,newton county,Newton,newton
AR,05103,Ouachita County,33.591168,-92.878413,ouachita county,Ouachita,ouachita
AR,05105,Perry County,34.946363,-92.926877,perry county,Perry,perry
AR,05107,Phillips County,34.423687,-90.855593,phillips county,Phillips,phillips
AR,05109,Pike County,34.158191,-93.658659,pike county,Pike,pike
AR,05111,Poinsett County,35.56887,-90.681104,poinsett county,Poinsett,poinsett
AR,05113,Polk County,34.49096,-94.230894,polk county,Polk,polk
AR,05115,Pope County,35.456557,-93.026818,pope county,Pope,pope
AR,05117,Prairie County,34.831116,-91.55362,prairie county,Prairie,prairie
AR,05119,Pulaski County,34.770311,-92.312996,pulaski county,Pulaski,pulaski
AR,05121,Randolph County,36.341298,-91.028441,randolph county,Randolph,randolph
AR,05123,St. Francis County,35.022838,-90.751506,st. francis county,St. Francis,st. francis
AR,05125,Saline County,34.648525,-92.674463,saline county,Saline,saline
AR,05127,Scott County,34.858869,-94.063641,scott county,Scott,scott
AR,05129,Searcy County,35.896387,-92.695888,searcy county,Searcy,searcy
AR,05131,Sebastian County,35.196981,-94.274989,sebastian county,Sebastian,sebastian
AR,05133,Sevier County,33.994877,-94.243279,sevier county,Sevier,sevier
AR,05135,Sharp County,36.173399,-91.471069,sharp county,Sharp,sharp
AR,05137,Stone County,35.857001,-92.140482,stone county,Stone,stone
AR,05139,Union County,33.168219,-92.598145,union county,Union,union
AR,05141,Van Buren County,35.582953,-92.515976,van buren county,Van Buren,van buren
AR,05143,Washington County,35.978001,-94.217269,washington county,Washington,washington
AR,05145,White County,35.255118,-91.753034,white county,White,white
AR,05147,Woodruff County,35.192777,-91.244535,woodruff county,Woodruff,woodruff
AR,05149,Yell County,34.997713,-93.408303,yell county,Yell,yell
CA,06001,Alameda County,37.647139,-121.912488,alameda county,Alameda,alameda
CA,06003,Alpine County,38.621783,-119.798352,alpine county,Alpine,alpine
CA,06005,Amador County,38.443549,-120.653858,amador county,Amador,amador
CA,06007,Butte County,39.665336,-121.603209,butte county,Butte,butte
CA,06009,Calaveras County,38.191068,-120.554107,calaveras county,Calaveras,calaveras
CA,06011,Colusa County,39.177739,-122.237563,colusa county,Colusa,colusa
CA,06013,Contra Costa County,37.919479,-121.951543,contra costa county,Contra Costa,contra costa
CA,06015,Del Norte County,41.749903,-123.980998,del norte county,Del Norte,del norte
CA,06017,El Dorado County,38.785612,-120.534225,el dorado county,El Dorado,el dorado
CA,06019,Fresno County,36.761006,-119.655019,fresno county,Fresno,fresno
CA,06021,Glenn County,39.602546,-122.4017,glenn county,Glenn,glenn
CA,06023,Humboldt County,40.706655,-123.926176,humboldt county,Humboldt,humboldt
CA,06025,Imperial County,33.040814,-115.3554,imperial county,Imperial,imperial
CA,06027,Inyo County,36.56216,-117.404209,inyo county,Inyo,inyo
CA,06029,Kern County,35.346629,-118.729506,kern county,Kern,kern
CA,06031,Kings County,36.072478,-119.81553,kings county,Kings,kings
CA,06033,Lake County,39.108009,-122.745217,lake county,Lake,lake
CA,06035,Lassen County,40.715287,-120.621223,lassen county,Lassen,lassen
CA,06037,Los Angeles County,34.196398,-118.261862,los angeles county,Los Angeles,los angeles
CA,06039,Madera County,37.209821,-119.749802,madera county,Madera,madera
CA,06041,Marin County,38.051367,-122.746396,marin county,Marin,marin
CA,06043,Mariposa County,37.574343,-119.911721,mariposa county,Mariposa,mariposa
CA,06045,Mendocino County,39.432388,-123.442881,mendocino county,Mendocino,mendocino
CA,06047,Merced County,37.194806,-120.722802,merced county,Merced,merced
CA,06049,Modoc County,41.592918,-120.71837,modoc county,Modoc,modoc
CA,06051,Mono County,37.915836,-118.875167,mono county,Mono,mono
CA,06053,Monterey County,36.240104,-121.315578,monterey county,Monterey,monterey
CA,06055,Napa County,38.5071,-122.325904,napa county,Napa,napa
CA,06057,Nevada County,39.297508,-120.771343,nevada county,Nevada,nevada
CA,06059,Orange County,33.675687,-117.777207,orange county,Orange,orange
CA,06061,Placer County,39.062032,-120.722718,placer county,Placer,placer
CA,06063,Plumas County,39.992295,-120.824371,plumas county,Plumas,plumas
CA,06065,Riverside County,33.729828,-116.002239,riverside county,Riverside,riverside
CA,06067,Sacramento County,38.450136,-121.344329,sacramento county,Sacramento,sacramento
CA,06069,San Benito County,36.611651,-121.085811,san benito county,San Benito,san benito
CA,06071,San Bernardino County,34.856661,-116.181571,san bernardino county,San Bernardino,san bernardino
CA,06073,San Diego County,33.023604,-116.776117,san diego county,San Diego,san diego
CA,06075,San Francisco County,37.727239,-123.032229,san francisco county,San Francisco,san francisco
CA,06077,San Joaquin County,37.934982,-121.272244,san joaquin county,San Joaquin,san joaquin
CA,06079,San Luis Obispo County,35.388189,-120.448897,san luis obispo county,San Luis Obispo,san luis obispo
CA,06081,San Mateo County,37.414672,-122.371546,san mateo county,San Mateo,san mateo
CA,06083,Santa Barbara County,34.536677,-120.038364,santa barbara county,Santa Barbara,santa barbara
CA,06085,Santa Clara County,37.221614,-121.68954,santa clara county,Santa Clara,santa clara
CA,06087,Santa Cruz County,37.012347,-122.007789,santa cruz county,Santa Cruz,santa cruz
CA,06089,Shasta County,40.760514,-122.043556,shasta county,Shasta,shasta
CA,06091,Sierra County,39.576925,-120.521993,sierra county,Sierra,sierra
CA,06093,Siskiyou County,41.587986,-122.533287,siskiyou county,Siskiyou,siskiyou
CA,06095,Solano County,38.267226,-121.939594,solano county,Solano,solano
CA,06097,Sonoma County,38.525182,-122.92611,sonoma county,Sonoma,sonoma
CA,06099,Stanislaus County,37.562316,-121.002831,stanislaus county,Stanislaus,stanislaus
CA,06101,Sutter County,39.03619,-121.70394,sutter county,Sutter,sutter
CA,06103,Tehama County,40.126157,-122.232274,tehama county,Tehama,tehama
CA,06105,Trinity County,40.647858,-123.114666,trinity county,Trinity,trinity
CA,06107,Tulare County,36.228834,-118.781055,tulare county,Tulare,tulare
CA,06109,Tuolumne County,38.021434,-119.964733,tuolumne county,Tuolumne,tuolumne
CA,06111,Ventura County,34.358748,-119.133145,ventura county,Ventura,ventura
CA,06113,Yolo County,38.679609,-121.90275,yolo county,Yolo,yolo
CA,06115,Yuba County,39.27013,-121.344259,yuba county,Yuba,yuba
CO,08001,Adams County,39.874325,-104.331872,adams county,Adams,adams
CO,08003,Alamosa County,37.568442,-105.788041,alamosa county,Alamosa,alamosa
CO,08005,Arapahoe County,39.644554,-104.331706,arapahoe county,Arapahoe,arapahoe
CO,08007,Archuleta County,37.202395,-107.050863,archuleta county,Archuleta,archuleta
CO,08009,Baca County,37.30978,-102.543741,baca county,Baca,baca
CO,08011,Bent County,37.931891,-103.077584,bent county,Bent,bent
CO,08013,Boulder County,40.094971,-105.39771,boulder county,Boulder,boulder
CO,08014,Broomfield County,39.953593,-105.050787,broomfield county,Broomfield,broomfield
CO,08015,Chaffee County,38.734599,-106.300025,chaffee county,Chaffee,chaffee
CO,08017,Cheyenne County,38.835646,-102.601791,cheyenne county,Cheyenne,cheyenne
CO,08019,Clear Creek County,39.689403,-105.670783,clear creek county,Clear Creek,clear creek
CO,08021,Conejos County,37.213406,-106.176447,conejos county,Conejos,conejos
CO,08023,Costilla County,37.277547,-105.42894,costilla county,Costilla,costilla
CO,08025,Crowley County,38.30618,-103.772736,crowley county,Crowley,crowley
CO,08027,Custer County,38.101996,-105.373512,custer county,Custer,custer
CO,08029,Delta County,38.861423,-107.865043,delta county,Delta,delta
CO,08031,Denver County,39.76185,-104.881105,denver county,Denver,denver
CO,08033,Dolores County,37.733823,-108.506219,dolores county,Dolores,dolores
CO,08035,Douglas County,39.325414,-104.925987,douglas county,Douglas,douglas
CO,08037,Eagle County,39.626992,-106.695169,eagle county,Eagle,eagle
CO,08039,Elbert County,39.315157,-104.114076,elbert county,Elbert,elbert
CO,08041,El Paso County,38.827383,-104.527472,el paso county,El Paso,el paso
CO,08043,Fremont County,38.45517,-105.424958,fremont county,Fremont,fremont
CO,08045,Garfield County,39.599352,-107.90978,garfield county,Garfield,garfield
CO,08047,Gilpin County,39.861156,-105.528878,gilpin county,Gilpin,gilpin
CO,08049,Grand County,40.113065,-106.110837,grand county,Grand,grand
CO,08051,Gunnison County,38.670499,-107.05688,gunnison county,Gunnison,gunnison
CO,08053,Hinsdale County,37.811519,-107.383974,hinsdale county,Hinsdale,hinsdale
CO,08055,Huerfano County,37.687815,-104.959928,huerfano county,Huerfano,huerfano
CO,08057,Jackson County,40.663432,-106.329248,jackson county,Jackson,jackson
CO,08059,Jefferson County,39.579511,-105.245462,jefferson county,Jefferson,jefferson
CO,08061,Kiowa County,38.387663,-102.756849,kiowa county,Kiowa,kiowa
CO,08063,Kit Carson County,39.30534,-102.603023,kit carson county,Kit Carson,kit carson
CO,08065,Lake County,39.205341,-106.350079,lake county,Lake,lake
CO,08067,La Plata County,37.287367,-107.839718,la plata county,La Plata,la plata
CO,08069,Larimer County,40.658093,-105.486764,larimer county,Larimer,larimer
CO,08071,Las Animas County,37.318831,-104.04411,las animas county,Las Animas,las animas
CO,08073,Lincoln County,38.99374,-103.507555,lincoln county,Lincoln,lincoln
CO,08075,Logan County,40.728091,-103.090464,logan county,Logan,logan
CO,08077,Mesa County,39.019524,-108.460571,mesa county,Mesa,mesa
CO,08079,Mineral County,37.549069,-107.003235,mineral county,Mineral,mineral
CO,08081,Moffat County,40.610864,-108.217154,moffat county,Moffat,moffat
CO,08083,Montezuma County,37.338025,-108.595786,montezuma county,Montezuma,montezuma
CO,08085,Montrose County,38.407507,-108.266282,montrose county,Montrose,montrose
CO,08087,Morgan County,40.263159,-103.81221,morgan county,Morgan,morgan
CO,08089,Otero County,37.88417,-103.72126,otero county,Otero,otero
CO,08091,Ouray County,38.154731,-107.78848,ouray county,Ouray,ouray
CO,08093,Park County,39.118914,-105.717648,park county,Park,park
CO,08095,Phillips County,40.594712,-102.345105,phillips county,Phillips,phillips
CO,08097,Pitkin County,39.217541,-106.916162,pitkin county,Pitkin,pitkin
CO,08099,Prowers County,37.958443,-102.391754,prowers county,Prowers,prowers
CO,08101,Pueblo County,38.162765,-104.484668,pueblo county,Pueblo,pueblo
CO,08103,Rio Blanco County,39.972622,-108.200716,rio blanco county,Rio Blanco,rio blanco
CO,08105,Rio Grande County,37.485853,-106.453128,rio grande county,Rio Grande,rio grande
CO,08107,Routt County,40.483664,-106.987702,routt county,Routt,routt
CO,08109,Saguache County,38.031651,-106.234666,saguache county,Saguache,saguache
CO,08111,San Juan County,37.781049,-107.670257,san juan county,San Juan,san juan
CO,08113,San Miguel County,38.009319,-108.427263,san miguel county,San Miguel,san miguel
CO,08115,Sedgwick County,40.871568,-102.355358,sedgwick county,Sedgwick,sedgwick
CO,08117,Summit County,39.621023,-106.137555,summit county,Summit,summit
CO,08119,Teller County,38.869976,-105.187365,teller county,Teller,teller
CO,08121,Washington County,39.96579,-103.209744,washington county,Washington,washington
CO,08123,Weld County,40.555961,-104.383666,weld county,Weld,weld
CO,08125,Yuma County,40.00077,-102.421649,yuma county,Yuma,yuma
CT,09110,Capitol Planning Region,41.81697,-72.575886,capitol planning region,Capitol Planning Region,capitol planning region
CT,09120,Greater Bridgeport Planning Region,41.184558,-73.209401,greater bridgeport planning region,Greater Bridgeport Planning Region,greater bridgeport planning region
CT,09130,Lower Connecticut River Valley Planning Region,41.420307,-72.493525,lower connecticut river valley planning region,Lower Connecticut River Valley Planning Region,lower connecticut river valley planning region
CT,09140,Naugatuck Valley Planning Region,41.518931,-73.087906,naugatuck valley planning region,Naugatuck Valley Planning Region,naugatuck valley planning region
CT,09150,Northeastern Connecticut Planning Region,41.842375,-71.972655,northeastern connecticut planning region,Northeastern Connecticut Planning Region,northeastern connecticut planning region
CT,09160,Northwest Hills Planning Region,41.854809,-73.221494,northwest hills planning region,Northwest Hills Planning Region,northwest hills planning region
CT,09170,South Central Connecticut Planning Region,41.290167,-72.837024,south central connecticut planning region,South Central Connecticut Planning Region,south central connecticut planning region
CT,09180,Southeastern Connecticut Planning Region,41.484769,-72.101666,southeastern connecticut planning region,Southeastern Connecticut Planning Region,southeastern connecticut planning region
CT,09190,Western Connecticut Planning Region,41.279055,-73.44655,western connecticut planning region,Western Connecticut Planning Region,western connecticut planning region
DE,10001,Kent County,39.097088,-75.502982,kent county,Kent,kent
DE,10003,New Castle County,39.575915,-75.644132,new castle county,New Castle,new castle
DE,10005,Sussex County,38.673227,-75.337024,sussex county,Sussex,sussex
DC,11001,District of Columbia,38.904247,-77.016517,district of columbia,District of Columbia,district of columbia
FL,12001,Alachua County,29.67574,-82.357221,alachua county,Alachua,alachua
FL,12003,Baker County,30.324442,-82.302284,baker county,Baker,baker
FL,12005,Bay County,30.15914,-85.534395,bay county,Bay,bay
FL,12007,Bradford County,29.952386,-82.166698,bradford county,Bradford,bradford
FL,12009,Brevard County,28.298311,-80.700333,brevard county,Brevard,brevard
FL,12011,Broward County,26.193535,-80.476683,broward county,Broward,broward
FL,12013,Calhoun County,30.388801,-85.197915,calhoun county,Calhoun,calhoun
FL,12015,Charlotte County,26.906396,-82.003657,charlotte county,Charlotte,charlotte
FL,12017,Citrus County,28.850292,-82.595552,citrus county,Citrus,citrus
FL,12019,Clay County,29.986584,-81.865036,clay county,Clay,clay
FL,12021,Collier County,26.118786,-81.400955,collier county,Collier,collier
FL,12023,Columbia County,30.221651,-82.623371,columbia county,Columbia,columbia
FL,12027,DeSoto County,27.190581,-81.806253,desoto county,DeSoto,desoto
FL,12029,Dixie County,29.552675,-83.236232,dixie county,Dixie,dixie
FL,12031,Duval County,30.335245,-81.648113,duval county,Duval,duval
FL,12033,Escambia County,30.529998,-87.320322,escambia county,Escambia,escambia
FL,12035,Flagler County,29.474891,-81.286253,flagler county,Flagler,flagler
FL,12037,Franklin County,29.677794,-84.815213,franklin county,Franklin,franklin
FL,12039,Gadsden County,30.578687,-84.612607,gadsden county,Gadsden,gadsden
FL,12041,Gilchrist County,29.723456,-82.795801,gilchrist county,Gilchrist,gilchrist
FL,12043,Glades County,26.95481,-81.19082,glades county,Glades,glades
FL,12045,Gulf County,29.859238,-85.272013,gulf county,Gulf,gulf
FL,12047,Hamilton County,30.498438,-82.951116,hamilton county,Hamilton,hamilton
FL,12049,Hardee County,27.492846,-81.82158,hardee county,Hardee,hardee
FL,12051,Hendry County,26.539967,-81.152114,hendry county,Hendry,hendry
FL,12053,Hernando County,28.555995,-82.525969,hernando county,Hernando,hernando
FL,12055,Highlands County,27.34108,-81.342353,highlands county,Highlands,highlands
FL,12057,Hillsborough County,27.893154,-82.379991,hillsborough county,Hillsborough,hillsborough
FL,12059,Holmes County,30.862007,-85.815939,holmes county,Holmes,holmes
FL,12061,Indian River County,27.700528,-80.574789,indian river county,Indian River,indian river
FL,12063,Jackson County,30.789249,-85.208814,jackson county,Jackson,jackson
FL,12065,Jefferson County,30.396898,-83.921761,jefferson county,Jefferson,jefferson
FL,12067,Lafayette County,29.990066,-83.17851,lafayette county,Lafayette,lafayette
