state_code,county_fips,county_name,latitude,longitude,county_name_normalized,county_name_base,county_name_base_normalized
IA,19093,Ida County,42.39186,-95.507421,ida county,Ida,ida
IA,19095,Iowa County,41.683918,-92.059123,iowa county,Iowa,iowa
IA,19097,Jackson County,42.164226,-90.574582,jackson county,Jackson,jackson
IA,19099,Jasper County,41.685551,-93.054147,jasper county,Jasper,jasper
IA,19101,Jefferson County,41.006376,-91.966628,jefferson county,Jefferson,jefferson
IA,19103,Johnson County,41.670668,-91.590529,johnson county,Johnson,johnson
IA,19105,Jones County,42.125118,-91.116914,jones county,Jones,jones
IA,19107,Keokuk County,41.331182,-92.167721,keokuk county,Keokuk,keokuk
IA,19109,Kossuth County,43.212336,-94.213971,kossuth county,Kossuth,kossuth
IA,19111,Lee County,40.647588,-91.477157,lee county,Lee,lee
IA,19113,Linn County,42.077951,-91.597674,linn county,Linn,linn
IA,19115,Louisa County,41.218211,-91.256994,louisa county,Louisa,louisa
IA,19117,Lucas County,41.033321,-93.331462,lucas county,Lucas,lucas
IA,19119,Lyon County,43.38358,-96.207201,lyon county,Lyon,lyon
IA,19121,Madison County,41.330622,-94.015184,madison county,Madison,madison
IA,19123,Mahaska County,41.330797,-92.636366,mahaska county,Mahaska,mahaska
IA,19125,Marion County,41.331433,-93.093868,marion county,Marion,marion
IA,19127,Marshall County,42.0417,-92.981403,marshall county,Marshall,marshall
IA,19129,Mills County,41.033703,-95.619101,mills county,Mills,mills
IA,19131,Mitchell County,43.348564,-92.784466,mitchell county,Mitchell,mitchell
IA,19133,Monona County,42.049432,-95.956566,monona county,Monona,monona
IA,19135,Monroe County,41.028847,-92.869642,monroe county,Monroe,monroe
IA,19137,Montgomery County,41.021735,-95.15779,montgomery county,Montgomery,montgomery
IA,19139,Muscatine County,41.483776,-91.118699,muscatine county,Muscatine,muscatine
IA,19141,O'Brien County,43.083746,-95.625624,o'brien county,O'Brien,o'brien
IA,19143,Osceola County,43.378542,-95.633788,osceola county,Osceola,osceola
IA,19145,Page County,40.739097,-95.144301,page county,Page,page
IA,19147,Palo Alto County,43.075337,-94.669055,palo alto county,Palo Alto,palo alto
IA,19149,Plymouth County,42.737615,-96.215973,plymouth county,Plymouth,plymouth
IA,19151,Pocahontas County,42.734033,-94.678279,pocahontas county,Pocahontas,pocahontas
IA,19153,Polk County,41.684816,-93.568971,polk county,Polk,polk
IA,19155,Pottawattamie County,41.340184,-95.544905,pottawattamie county,Pottawattamie,pottawattamie
IA,19157,Poweshiek County,41.684642,-92.522934,poweshiek county,Poweshiek,poweshiek
IA,19159,Ringgold County,40.735334,-94.244251,ringgold county,Ringgold,ringgold
IA,19161,Sac County,42.387526,-95.105224,sac county,Sac,sac
IA,19163,Scott County,41.642079,-90.622289,scott county,Scott,scott
IA,19165,Shelby County,41.679014,-95.308917,shelby county,Shelby,shelby
IA,19167,Sioux County,43.082618,-96.17798,sioux county,Sioux,sioux
IA,19169,Story County,42.037538,-93.466093,story county,Story,story
IA,19171,Tama County,42.074848,-92.529411,tama county,Tama,tama
IA,19173,Taylor County,40.737949,-94.697108,taylor county,Taylor,taylor
IA,19175,Union County,41.02855,-94.245091,union county,Union,union
IA,19177,Van Buren County,40.754117,-91.952943,van buren county,Van Buren,van buren
IA,19179,Wapello County,41.031275,-92.409466,wapello county,Wapello,wapello
IA,19181,Warren County,41.332446,-93.568751,warren county,Warren,warren
IA,19183,Washington County,41.329401,-91.725052,washington county,Washington,washington
IA,19185,Wayne County,40.739983,-93.332613,wayne county,Wayne,wayne
IA,19187,Webster County,42.433579,-94.175831,webster county,Webster,webster
IA,19189,Winnebago County,43.378124,-93.743488,winnebago county,Winnebago,winnebago
IA,19191,Winneshiek County,43.292989,-91.850788,winneshiek county,Winneshiek,winneshiek
IA,19193,Woodbury County,42.39322,-96.053296,woodbury county,Woodbury,woodbury
IA,19195,Worth County,43.373491,-93.248533,worth county,Worth,worth
IA,19197,Wright County,42.733007,-93.734735,wright county,Wright,wright
KS,20001,Allen County,37.884228,-95.300945,allen county,Allen,allen
KS,20003,Anderson County,38.215114,-95.292046,anderson county,Anderson,anderson
KS,20005,Atchison County,39.532544,-95.313397,atchison county,Atchison,atchison
KS,20007,Barber County,37.222906,-98.685052,barber county,Barber,barber
KS,20009,Barton County,38.481239,-98.767837,barton county,Barton,barton
KS,20011,Bourbon County,37.8561,-94.850928,bourbon county,Bourbon,bourbon
KS,20013,Brown County,39.825931,-95.569905,brown county,Brown,brown
KS,20015,Butler County,37.773649,-96.83884,butler county,Butler,butler
KS,20017,Chase County,38.299475,-96.594029,chase county,Chase,chase
KS,20019,Chautauqua County,37.154259,-96.245396,chautauqua county,Chautauqua,chautauqua
KS,20021,Cherokee County,37.169392,-94.845698,cherokee county,Cherokee,cherokee
KS,20023,Cheyenne County,39.789901,-101.727317,cheyenne county,Cheyenne,cheyenne
KS,20025,Clark County,37.233831,-99.813869,clark county,Clark,clark
KS,20027,Clay County,39.344964,-97.168853,clay county,Clay,clay
KS,20029,Cloud County,39.487329,-97.64139,cloud county,Cloud,cloud
KS,20031,Coffey County,38.23645,-95.729137,coffey county,Coffey,coffey
KS,20033,Comanche County,37.181442,-99.251293,comanche county,Comanche,comanche
KS,20035,Cowley County,37.234507,-96.837247,cowley county,Cowley,cowley
KS,20037,Crawford County,37.505821,-94.853897,crawford county,Crawford,crawford
KS,20039,Decatur County,39.783542,-100.459708,decatur county,Decatur,decatur
KS,20041,Dickinson County,38.867735,-97.157943,dickinson county,Dickinson,dickinson
KS,20043,Doniphan County,39.788502,-95.147225,doniphan county,Doniphan,doniphan
KS,20045,Douglas County,38.896417,-95.290947,douglas county,Douglas,douglas
KS,20047,Edwards County,37.883595,-99.304746,edwards county,Edwards,edwards
KS,20049,Elk County,37.456026,-96.244642,elk county,Elk,elk
KS,20051,Ellis County,38.914597,-99.317313,ellis county,Ellis,ellis
KS,20053,Ellsworth County,38.700845,-98.205355,ellsworth county,Ellsworth,ellsworth
KS,20055,Finney County,38.049808,-100.739967,finney county,Finney,finney
KS,20057,Ford County,37.68851,-99.884743,ford county,Ford,ford
KS,20059,Franklin County,38.558019,-95.278962,franklin county,Franklin,franklin
KS,20061,Geary County,39.002139,-96.7681,geary county,Geary,geary
KS,20063,Gove County,38.917239,-100.48736,gove county,Gove,gove
KS,20065,Graham County,39.354972,-99.879894,graham county,Graham,graham
KS,20067,Grant County,37.547537,-101.299362,grant county,Grant,grant
KS,20069,Gray County,37.744513,-100.451716,gray county,Gray,gray
KS,20071,Greeley County,38.480404,-101.80597,greeley county,Greeley,greeley
KS,20073,Greenwood County,37.879347,-96.241732,greenwood county,Greenwood,greenwood
KS,20075,Hamilton County,37.995244,-101.793689,hamilton county,Hamilton,hamilton
KS,20077,Harper County,37.188184,-98.06659,harper county,Harper,harper
KS,20079,Harvey County,38.050144,-97.436706,harvey county,Harvey,harvey
KS,20081,Haskell County,37.554979,-100.879952,haskell county,Haskell,haskell
KS,20083,Hodgeman County,38.087493,-99.898407,hodgeman county,Hodgeman,hodgeman
KS,20085,Jackson County,39.411096,-95.794492,jackson county,Jackson,jackson
KS,20087,Jefferson County,39.239644,-95.375314,jefferson county,Jefferson,jefferson
KS,20089,Jewell County,39.777005,-98.222619,jewell county,Jewell,jewell
KS,20091,Johnson County,38.883907,-94.82233,johnson county,Johnson,johnson
KS,20093,Kearny County,37.994461,-101.308136,kearny county,Kearny,kearny
KS,20095,Kingman County,37.552951,-98.144529,kingman county,Kingman,kingman
KS,20097,Kiowa County,37.561231,-99.286539,kiowa county,Kiowa,kiowa
KS,20099,Labette County,37.191468,-95.297473,labette county,Labette,labette
KS,20101,Lane County,38.481286,-100.466185,lane county,Lane,lane
KS,20103,Leavenworth County,39.189511,-95.038977,leavenworth county,Leavenworth,leavenworth
KS,20105,Lincoln County,39.04728,-98.214284,lincoln county,Lincoln,lincoln
KS,20107,Linn County,38.216549,-94.844932,linn county,Linn,linn
KS,20109,Logan County,38.91327,-101.157402,logan county,Logan,logan
KS,20111,Lyon County,38.455403,-96.161641,lyon county,Lyon,lyon
KS,20113,McPherson County,38.395812,-97.647489,mcpherson county,McPherson,mcpherson
KS,20115,Marion County,38.359647,-97.102771,marion county,Marion,marion
KS,20117,Marshall County,39.782709,-96.521243,marshall county,Marshall,marshall
KS,20119,Meade County,37.243886,-100.360094,meade county,Meade,meade
KS,20121,Miami County,38.566772,-94.832963,miami county,Miami,miami
KS,20123,Mitchell County,39.393026,-98.207362,mitchell county,Mitchell,mitchell
KS,20125,Montgomery County,37.189537,-95.742403,montgomery county,Montgomery,montgomery
KS,20127,Morris County,38.688204,-96.651448,morris county,Morris,morris
KS,20129,Morton County,37.185249,-101.809516,morton county,Morton,morton
KS,20131,Nemaha County,39.791043,-96.005381,nemaha county,Nemaha,nemaha
KS,20133,Neosho County,37.564283,-95.315682,neosho county,Neosho,neosho
KS,20135,Ness County,38.480437,-99.908745,ness county,Ness,ness
KS,20137,Norton County,39.783867,-99.899235,norton county,Norton,norton
KS,20139,Osage County,38.650215,-95.708255,osage county,Osage,osage
KS,20141,Osborne County,39.348261,-98.767942,osborne county,Osborne,osborne
KS,20143,Ottawa County,39.137963,-97.654802,ottawa county,Ottawa,ottawa
KS,20145,Pawnee County,38.181477,-99.234772,pawnee county,Pawnee,pawnee
KS,20147,Phillips County,39.784506,-99.34215,phillips county,Phillips,phillips
KS,20149,Pottawatomie County,39.382187,-96.337113,pottawatomie county,Pottawatomie,pottawatomie
KS,20151,Pratt County,37.647594,-98.74012,pratt county,Pratt,pratt
KS,20153,Rawlins County,39.786198,-101.076738,rawlins county,Rawlins,rawlins
KS,20155,Reno County,37.948185,-98.078346,reno county,Reno,reno
KS,20157,Republic County,39.828906,-97.650883,republic county,Republic,republic
KS,20159,Rice County,38.347178,-98.201415,rice county,Rice,rice
KS,20161,Riley County,39.29121,-96.727488,riley county,Riley,riley
KS,20163,Rooks County,39.346006,-99.324492,rooks county,Rooks,rooks
KS,20165,Rush County,38.523596,-99.309184,rush county,Rush,rush
KS,20167,Russell County,38.91604,-98.770949,russell county,Russell,russell
KS,20169,Saline County,38.791804,-97.651478,saline county,Saline,saline
KS,20171,Scott County,38.481877,-100.90636,scott county,Scott,scott
KS,20173,Sedgwick County,37.681045,-97.461054,sedgwick county,Sedgwick,sedgwick
KS,20175,Seward County,37.18096,-100.855257,seward county,Seward,seward
KS,20177,Shawnee County,39.041805,-95.755664,shawnee county,Shawnee,shawnee
KS,20179,Sheridan County,39.350547,-100.441228,sheridan county,Sheridan,sheridan
KS,20181,Sherman County,39.351352,-101.719859,sherman county,Sherman,sherman
KS,20183,Smith County,39.78466,-98.785429,smith county,Smith,smith
KS,20185,Stafford County,38.03563,-98.719889,stafford county,Stafford,stafford
KS,20187,Stanton County,37.565932,-101.789383,stanton county,Stanton,stanton
KS,20189,Stevens County,37.2017,-101.317268,stevens county,Stevens,stevens
KS,20191,Sumner County,37.236662,-97.493352,sumner county,Sumner,sumner
KS,20193,Thomas County,39.357713,-101.083386,thomas county,Thomas,thomas
KS,20195,Trego County,38.921302,-99.865423,trego county,Trego,trego
KS,20197,Wabaunsee County,38.955154,-96.201262,wabaunsee county,Wabaunsee,wabaunsee
KS,20199,Wallace County,38.926626,-101.771103,wallace county,Wallace,wallace
KS,20201,Washington County,39.776714,-97.095611,washington county,Washington,washington
KS,20203,Wichita County,38.481922,-101.347434,wichita county,Wichita,wichita
KS,20205,Wilson County,37.558515,-95.745175,wilson county,Wilson,wilson
KS,20207,Woodson County,37.888193,-95.758469,woodson county,Woodson,woodson
KS,20209,Wyandotte County,39.115384,-94.763087,wyandotte county,Wyandotte,wyandotte
KY,21001,Adair County,37.105559,-85.28138,adair county,Adair,adair
KY,21003,Allen County,36.75077,-86.192458,allen county,Allen,allen
KY,21005,Anderson County,38.005396,-84.986417,anderson county,Anderson,anderson
KY,21007,Ballard County,37.051323,-89.010367,ballard county,Ballard,ballard
KY,21009,Barren County,36.962805,-85.932108,barren county,Barren,barren
KY,21011,Bath County,38.152249,-83.737641,bath county,Bath,bath
KY,21013,Bell County,36.728928,-83.680718,bell county,Bell,bell
KY,21015,Boone County,38.9589,-84.736371,boone county,Boone,boone
KY,21017,Bourbon County,38.202562,-84.20986,bourbon county,Bourbon,bourbon
KY,21019,Boyd County,38.360003,-82.681406,boyd county,Boyd,boyd
KY,21021,Boyle County,37.618104,-84.868352,boyle county,Boyle,boyle
KY,21023,Bracken County,38.680365,-84.115235,bracken county,Bracken,bracken
KY,21025,Breathitt County,37.517807,-83.317158,breathitt county,Breathitt,breathitt
KY,21027,Breckinridge County,37.777988,-86.432919,breckinridge county,Breckinridge,breckinridge
KY,21029,Bullitt County,37.969945,-85.702635,bullitt county,Bullitt,bullitt
KY,21031,Butler County,37.207013,-86.682471,butler county,Butler,butler
KY,21033,Caldwell County,37.148642,-87.870509,caldwell county,Caldwell,caldwell
KY,21035,Calloway County,36.620978,-88.274086,calloway county,Calloway,calloway
KY,21037,Campbell County,38.946981,-84.379583,campbell county,Campbell,campbell
KY,21039,Carlisle County,36.85718,-88.976614,carlisle county,Carlisle,carlisle
KY,21041,Carroll County,38.668394,-85.124024,carroll county,Carroll,carroll
KY,21043,Carter County,38.314094,-83.038988,carter county,Carter,carter
KY,21045,Casey County,37.321962,-84.92822,casey county,Casey,casey
KY,21047,Christian County,36.892059,-87.492986,christian county,Christian,christian
KY,21049,Clark County,37.970314,-84.145115,clark county,Clark,clark
KY,21051,Clay County,37.164273,-83.715454,clay county,Clay,clay
KY,21053,Clinton County,36.727258,-85.136098,clinton county,Clinton,clinton
KY,21055,Crittenden County,37.358149,-88.10501,crittenden county,Crittenden,crittenden
KY,21057,Cumberland County,36.782372,-85.388484,cumberland county,Cumberland,cumberland
KY,21059,Daviess County,37.731671,-87.087139,daviess county,Daviess,daviess
KY,21061,Edmonson County,37.227514,-86.218015,edmonson county,Edmonson,edmonson
KY,21063,Elliott County,38.116883,-83.096116,elliott county,Elliott,elliott
KY,21065,Estill County,37.692449,-83.963983,estill county,Estill,estill
KY,21067,Fayette County,38.040678,-84.458272,fayette county,Fayette,fayette
KY,21069,Fleming County,38.367848,-83.699205,fleming county,Fleming,fleming
KY,21071,Floyd County,37.552456,-82.739724,floyd county,Floyd,floyd
KY,21073,Franklin County,38.234919,-84.868786,franklin county,Franklin,franklin
KY,21075,Fulton County,36.552511,-89.187659,fulton county,Fulton,fulton
KY,21077,Gallatin County,38.755663,-84.865143,gallatin county,Gallatin,gallatin
KY,21079,Garrard County,37.630162,-84.545856,garrard county,Garrard,garrard
KY,21081,Grant County,38.649167,-84.625924,grant county,Grant,grant
KY,21083,Graves County,36.723344,-88.649897,graves county,Graves,graves
KY,21085,Grayson County,37.458577,-86.344011,grayson county,Grayson,grayson
KY,21087,Green County,37.278065,-85.537925,green county,Green,green
KY,21089,Greenup County,38.563562,-82.93382,greenup county,Greenup,greenup
KY,21091,Hancock County,37.843325,-86.792761,hancock county,Hancock,hancock
KY,21093,Hardin County,37.695836,-85.963183,hardin county,Hardin,hardin
KY,21095,Harlan County,36.859223,-83.221497,harlan county,Harlan,harlan
KY,21097,Harrison County,38.444578,-84.334131,harrison county,Harrison,harrison
KY,21099,Hart County,37.305827,-85.878443,hart county,Hart,hart
KY,21101,Henderson County,37.792542,-87.572577,henderson county,Henderson,henderson
KY,21103,Henry County,38.451383,-85.119647,henry county,Henry,henry
KY,21105,Hickman County,36.675896,-88.972084,hickman county,Hickman,hickman
KY,21107,Hopkins County,37.31107,-87.542196,hopkins county,Hopkins,hopkins
KY,21109,Jackson County,37.403458,-84.020576,jackson county,Jackson,jackson
KY,21111,Jefferson County,38.189532,-85.657624,jefferson county,Jefferson,jefferson
KY,21113,Jessamine County,37.873291,-84.58396,jessamine county,Jessamine,jessamine
KY,21115,Johnson County,37.847756,-82.830121,johnson county,Johnson,johnson
KY,21117,Kenton County,38.930503,-84.533438,kenton county,Kenton,kenton
KY,21119,Knott County,37.354368,-82.952546,knott county,Knott,knott
KY,21121,Knox County,36.8885,-83.855551,knox county,Knox,knox
KY,21123,Larue County,37.544462,-85.696841,larue county,Larue,larue
KY,21125,Laurel County,37.113268,-84.119395,laurel county,Laurel,laurel
KY,21127,Lawrence County,38.074453,-82.73829,lawrence county,Lawrence,lawrence
KY,21129,Lee County,37.608116,-83.719248,lee county,Lee,lee
KY,21131,Leslie County,37.087846,-83.388617,leslie county,Leslie,leslie
KY,21133,Letcher County,37.118536,-82.861251,letcher county,Letcher,letcher
KY,21135,Lewis County,38.535047,-83.370143,lewis county,Lewis,lewis
KY,21137,Lincoln County,37.457174,-84.658335,lincoln county,Lincoln,lincoln
KY,21139,Livingston County,37.209517,-88.363426,livingston county,Livingston,livingston
KY,21141,Logan County,36.859607,-86.881288,logan county,Logan,logan
KY,21143,Lyon County,37.023976,-88.083391,lyon county,Lyon,lyon
KY,21145,McCracken County,37.054111,-88.712454,mccracken county,McCracken,mccracken
KY,21147,McCreary County,36.731136,-84.491052,mccreary county,McCreary,mccreary
KY,21149,McLean County,37.526707,-87.265597,mclean county,McLean,mclean
KY,21151,Madison County,37.725511,-84.278362,madison county,Madison,madison
KY,21153,Magoffin County,37.698983,-83.069721,magoffin county,Magoffin,magoffin
KY,21155,Marion County,37.552604,-85.268959,marion county,Marion,marion
KY,21157,Marshall County,36.882017,-88.332752,marshall county,Marshall,marshall
KY,21159,Martin County,37.796774,-82.506623,martin county,Martin,martin
KY,21161,Mason County,38.594137,-83.828125,mason county,Mason,mason
KY,21163,Meade County,37.967476,-86.200863,meade county,Meade,meade
KY,21165,Menifee County,37.935485,-83.589355,menifee county,Menifee,menifee
KY,21167,Mercer County,37.812085,-84.879695,mercer county,Mercer,mercer
KY,21169,Metcalfe County,36.99243,-85.633456,metcalfe county,Metcalfe,metcalfe
KY,21171,Monroe County,36.714077,-85.713508,monroe county,Monroe,monroe
KY,21173,Montgomery County,38.038109,-83.912416,montgomery county,Montgomery,montgomery
KY,21175,Morgan County,37.92294,-83.258944,morgan county,Morgan,morgan
KY,21177,Muhlenberg County,37.213816,-87.134092,muhlenberg county,Muhlenberg,muhlenberg
KY,21179,Nelson County,37.80312,-85.465931,nelson county,Nelson,nelson
KY,21181,Nicholas County,38.338031,-84.026223,nicholas county,Nicholas,nicholas
KY,21183,Ohio County,37.477859,-86.844871,ohio county,Ohio,ohio
KY,21185,Oldham County,38.400127,-85.45615,oldham county,Oldham,oldham
KY,21187,Owen County,38.499395,-84.84159,owen county,Owen,owen
KY,21189,Owsley County,37.423622,-83.691637,owsley county,Owsley,owsley
KY,21191,Pendleton County,38.696284,-84.351943,pendleton county,Pendleton,pendleton
KY,21193,Perry County,37.241282,-83.217772,perry county,Perry,perry
KY,21195,Pike County,37.486031,-82.410912,pike county,Pike,pike
KY,21197,Powell County,37.809567,-83.831235,powell county,Powell,powell
KY,21199,Pulaski County,37.107428,-84.576969,pulaski county,Pulaski,pulaski
KY,21201,Robertson County,38.513473,-84.06423,robertson county,Robertson,robertson
KY,21203,Rockcastle County,37.36105,-84.314368,rockcastle county,Rockcastle,rockcastle
KY,21205,Rowan County,38.204266,-83.428079,rowan county,Rowan,rowan
KY,21207,Russell County,36.990587,-85.05495,russell county,Russell,russell
KY,21209,Scott County,38.28571,-84.57834,scott county,Scott,scott
KY,21211,Shelby County,38.239011,-85.228247,shelby county,Shelby,shelby
KY,21213,Simpson County,36.740929,-86.581787,simpson county,Simpson,simpson
KY,21215,Spencer County,38.025313,-85.317312,spencer county,Spencer,spencer
KY,21217,Taylor County,37.36621,-85.328059,taylor county,Taylor,taylor
KY,21219,Todd County,36.840338,-87.183642,todd county,Todd,todd
KY,21221,Trigg County,36.807681,-87.858652,trigg county,Trigg,trigg
KY,21223,Trimble County,38.62004,-85.351208,trimble county,Trimble,trimble
KY,21225,Union County,37.658029,-87.95165,union county,Union,union
KY,21227,Warren County,36.995634,-86.423579,warren county,Warren,warren
KY,21229,Washington County,37.754209,-85.175416,washington county,Washington,washington
KY,21231,Wayne County,36.800772,-84.82659,wayne county,Wayne,wayne
KY,21233,Webster County,37.520375,-87.685206,webster county,Webster,webster
KY,21235,Whitley County,36.758024,-84.144648,whitley county,Whitley,whitley
KY,21237,Wolfe County,37.743893,-83.49511,wolfe county,Wolfe,wolfe
KY,21239,Woodford County,38.043103,-84.748855,woodford county,Woodford,woodford
LA,22001,Acadia Parish,30.291497,-92.411037,acadia parish,Acadia,acadia
LA,22003,Allen Parish,30.652744,-92.819605,allen parish,Allen,allen
LA,22005,Ascension Parish,30.206444,-90.912502,ascension parish,Ascension,ascension
LA,22007,Assumption Parish,29.9033,-91.065219,assumption parish,Assumption,assumption
LA,22009,Avoyelles Parish,31.088503,-91.983275,avoyelles parish,Avoyelles,avoyelles
LA,22011,Beauregard Parish,30.645018,-93.340253,beauregard parish,Beauregard,beauregard
LA,22013,Bienville Parish,32.340952,-93.041151,bienville parish,Bienville,bienville
LA,22015,Bossier Parish,32.698481,-93.626561,bossier parish,Bossier,bossier
LA,22017,Caddo Parish,32.580106,-93.88497,caddo parish,Caddo,caddo
LA,22019,Calcasieu Parish,30.229559,-93.358015,calcasieu parish,Calcasieu,calcasieu
LA,22021,Caldwell Parish,32.101219,-92.114231,caldwell parish,Caldwell,caldwell
LA,22023,Cameron Parish,29.871812,-93.164948,cameron parish,Cameron,cameron
LA,22025,Catahoula Parish,31.666517,-91.846703,catahoula parish,Catahoula,catahoula
LA,22027,Claiborne Parish,32.82716,-92.989728,claiborne parish,Claiborne,claiborne
LA,22029,Concordia Parish,31.469805,-91.626315,concordia parish,Concordia,concordia
LA,22031,De Soto Parish,32.059248,-93.740797,de soto parish,De Soto,de soto
LA,22033,East Baton Rouge Parish,30.54393,-91.093131,east baton rouge parish,East Baton Rouge,east baton rouge
LA,22035,East Carroll Parish,32.73017,-91.234141,east carroll parish,East Carroll,east carroll
LA,22037,East Feliciana Parish,30.839784,-91.043434,east feliciana parish,East Feliciana,east feliciana
LA,22039,Evangeline Parish,30.720693,-92.404086,evangeline parish,Evangeline,evangeline
LA,22041,Franklin Parish,32.139076,-91.672371,franklin parish,Franklin,franklin
LA,22043,Grant Parish,31.597787,-92.561716,grant parish,Grant,grant
LA,22045,Iberia Parish,29.606013,-91.842706,iberia parish,Iberia,iberia
LA,22047,Iberville Parish,30.270658,-91.36587,iberville parish,Iberville,iberville
LA,22049,Jackson Parish,32.30429,-92.5617,jackson parish,Jackson,jackson
LA,22051,Jefferson Parish,29.5033,-90.036231,jefferson parish,Jefferson,jefferson
LA,22053,Jefferson Davis Parish,30.269529,-92.816221,jefferson davis parish,Jefferson Davis,jefferson davis
LA,22055,Lafayette Parish,30.206507,-92.06417,lafayette parish,Lafayette,lafayette
LA,22057,Lafourche Parish,29.491992,-90.394849,lafourche parish,Lafourche,lafourche
LA,22059,LaSalle Parish,31.680083,-92.161596,lasalle parish,LaSalle,lasalle
LA,22061,Lincoln Parish,32.601823,-92.662303,lincoln parish,Lincoln,lincoln
LA,22063,Livingston Parish,30.440419,-90.727474,livingston parish,Livingston,livingston
LA,22065,Madison Parish,32.346878,-91.231932,madison parish,Madison,madison
LA,22067,Morehouse Parish,32.820008,-91.800399,morehouse parish,Morehouse,morehouse
LA,22069,Natchitoches Parish,31.732509,-93.082546,natchitoches parish,Natchitoches,natchitoches
LA,22071,Orleans Parish,30.05342,-89.934502,orleans parish,Orleans,orleans
LA,22073,Ouachita Parish,32.480932,-92.151581,ouachita parish,Ouachita,ouachita
LA,22075,Plaquemines Parish,29.282447,-89.576068,plaquemines parish,Plaquemines,plaquemines
LA,22077,Pointe Coupee Parish,30.708319,-91.604621,pointe coupee parish,Pointe Coupee,pointe coupee
LA,22079,Rapides Parish,31.193204,-92.535953,rapides parish,Rapides,rapides
LA,22081,Red River Parish,32.101213,-93.34905,red river parish,Red River,red river
LA,22083,Richland Parish,32.413158,-91.748353,richland parish,Richland,richland
LA,22085,Sabine Parish,31.560402,-93.559579,sabine parish,Sabine,sabine
LA,22087,St. Bernard Parish,29.91811,-89.263494,st. bernard parish,St. Bernard,st. bernard
LA,22089,St. Charles Parish,29.905722,-90.357855,st. charles parish,St. Charles,st. charles
LA,22091,St. Helena Parish,30.822539,-90.708307,st. helena parish,St. Helena,st. helena
LA,22093,St. James Parish,30.024777,-90.793956,st. james parish,St. James,st. james
LA,22095,St. John the Baptist Parish,30.144068,-90.49096,st. john the baptist parish,St. John the Baptist,st. john the baptist
LA,22097,St. Landry Parish,30.583441,-91.989274,st. landry parish,St. Landry,st. landry
LA,22099,St. Martin Parish,30.121433,-91.611481,st. martin parish,St. Martin,st. martin
LA,22101,St. Mary Parish,29.629349,-91.463804,st. mary parish,St. Mary,st. mary
LA,22103,St. Tammany Parish,30.410022,-89.951962,st. tammany parish,St. Tammany,st. tammany
LA,22105,Tangipahoa Parish,30.621348,-90.40649,tangipahoa parish,Tangipahoa,tangipahoa
LA,22107,Tensas Parish,32.001489,-91.342576,tensas parish,Tensas,tensas
LA,22109,Terrebonne Parish,29.33413,-90.843674,terrebonne parish,Terrebonne,terrebonne
LA,22111,Union Parish,32.829349,-92.37565,union parish,Union,union
LA,22113,Vermilion Parish,29.806638,-92.321394,vermilion parish,Vermilion,vermilion
LA,22115,Vernon Parish,31.102841,-93.18833,vernon parish,Vernon,vernon
LA,22117,Washington Parish,30.852144,-90.046253,washington parish,Washington,washington
LA,22119,Webster Parish,32.732152,-93.339825,webster parish,Webster,webster
LA,22121,West Baton Rouge Parish,30.464052,-91.309808,west baton rouge parish,West Baton Rouge,west baton rouge
LA,22123,West Carroll Parish,32.79248,-91.451998,west carroll parish,West Carroll,west carroll
LA,22125,West Feliciana Parish,30.873364,-91.421776,west feliciana parish,West Feliciana,west feliciana
LA,22127,Winn Parish,31.941187,-92.641269,winn parish,Winn,winn
ME,23001,Androscoggin County,44.167681,-70.207435,androscoggin county,Androscoggin,androscoggin
ME,23003,Aroostook County,46.709193,-68.612409,aroostook county,Aroostook,aroostook
ME,23005,Cumberland County,43.808348,-70.330375,cumberland county,Cumberland,cumberland
ME,23007,Franklin County,44.976724,-70.414935,franklin county,Franklin,franklin
ME,23009,Hancock County,44.564906,-68.370703,hancock county,Hancock,hancock
ME,23011,Kennebec County,44.417012,-69.765764,kennebec county,Kennebec,kennebec
ME,23013,Knox County,44.042045,-69.038514,knox county,Knox,knox
ME,23015,Lincoln County,43.994781,-69.513624,lincoln county,Lincoln,lincoln
ME,23017,Oxford County,44.4945,-70.734421,oxford county,Oxford,oxford
ME,23019,Penobscot County,45.409284,-68.666616,penobscot county,Penobscot,penobscot
ME,23021,Piscataquis County,45.915639,-69.102231,piscataquis county,Piscataquis,piscataquis
ME,23023,Sagadahoc County,43.916845,-69.844227,sagadahoc county,Sagadahoc,sagadahoc
ME,23025,Somerset County,45.503646,-69.95611,somerset county,Somerset,somerset
ME,23027,Waldo County,44.475023,-69.117429,waldo county,Waldo,waldo
ME,23029,Washington County,44.967009,-67.609354,washington county,Washington,washington
ME,23031,York County,43.426019,-70.668425,york county,York,york
MD,24001,Allegany County,39.612313,-78.703104,allegany county,Allegany,allegany
MD,24003,Anne Arundel County,38.991617,-76.560894,anne arundel county,Anne Arundel,anne arundel
MD,24005,Baltimore County,39.443167,-76.616569,baltimore county,Baltimore,baltimore
MD,24009,Calvert County,38.522719,-76.529762,calvert county,Calvert,calvert
MD,24011,Caroline County,38.871531,-75.831662,caroline county,Caroline,caroline
MD,24013,Carroll County,39.563328,-77.01533,carroll county,Carroll,carroll
MD,24015,Cecil County,39.562354,-75.941585,cecil county,Cecil,cecil
MD,24017,Charles County,38.472853,-77.015427,charles county,Charles,charles
MD,24019,Dorchester County,38.429196,-76.047433,dorchester county,Dorchester,dorchester
