cbsa_code,cbsa_name,cbsa_type,latitude,longitude,principal_city,states,is_metro,cbsa_name_normalized
44340,"Statesboro, GA Micro Area",2,32.351704,-81.775036,Statesboro,GA,False,"statesboro, ga micro area"
44420,"Staunton-Stuarts Draft, VA Metro Area",1,38.160958,-79.127632,Staunton-Stuarts Draft,VA,True,"staunton-stuarts draft, va metro area"
44580,"Sterling, IL Micro Area",2,41.750673,-89.911005,Sterling,IL,False,"sterling, il micro area"
44620,"Stevens Point-Plover, WI Micro Area",2,44.476246,-89.49807,Stevens Point-Plover,WI,False,"stevens point-plover, wi micro area"
44700,"Stockton-Lodi, CA Metro Area",1,37.934982,-121.272244,Stockton-Lodi,CA,True,"stockton-lodi, ca metro area"
44780,"Sturgis, MI Micro Area",2,41.911488,-85.52287,Sturgis,MI,False,"sturgis, mi micro area"
44860,"Sulphur Springs, TX Micro Area",2,33.148967,-95.565434,Sulphur Springs,TX,False,"sulphur springs, tx micro area"
44900,"Summerville, GA Micro Area",2,34.474178,-85.345289,Summerville,GA,False,"summerville, ga micro area"
44940,"Sumter, SC Metro Area",1,33.91614,-80.382376,Sumter,SC,True,"sumter, sc metro area"
44980,"Sunbury, PA Micro Area",2,40.885514,-76.712649,Sunbury,PA,False,"sunbury, pa micro area"
45020,"Sweetwater, TX Micro Area",2,32.312338,-100.418108,Sweetwater,TX,False,"sweetwater, tx micro area"
45060,"Syracuse, NY Metro Area",1,43.006516,-76.196134,Syracuse,NY,True,"syracuse, ny metro area"
45180,"Talladega-Sylacauga, AL Micro Area",2,33.186086,-86.197757,Talladega-Sylacauga,AL,False,"talladega-sylacauga, al micro area"
45220,"Tallahassee, FL Metro Area",1,30.346366,-84.267001,Tallahassee,FL,True,"tallahassee, fl metro area"
45380,"Taylorville, IL Micro Area",2,39.545524,-89.279593,Taylorville,IL,False,"taylorville, il micro area"
45580,"Thomaston, GA Micro Area",2,32.881837,-84.292283,Thomaston,GA,False,"thomaston, ga micro area"
45660,"Tiffin, OH Micro Area",2,41.119992,-83.127547,Tiffin,OH,False,"tiffin, oh micro area"
45860,"Torrington, CT Micro Area",2,41.854809,-73.221494,Torrington,CT,False,"torrington, ct micro area"
45940,"Trenton-Princeton, NJ Metro Area",1,40.282503,-74.703724,Trenton-Princeton,NJ,True,"trenton-princeton, nj metro area"
46020,"Truckee-Grass Valley, CA Micro Area",2,39.297508,-120.771343,Truckee-Grass Valley,CA,False,"truckee-grass valley, ca micro area"
46060,"Tucson, AZ Metro Area",1,32.128038,-111.783657,Tucson,AZ,True,"tucson, az metro area"
46100,"Tullahoma-Manchester, TN Micro Area",2,35.44674,-86.134324,Tullahoma-Manchester,TN,False,"tullahoma-manchester, tn micro area"
46140,"Tulsa, OK Metro Area",1,36.254442,-96.177298,Tulsa,OK,True,"tulsa, ok metro area"
46180,"Tupelo, MS Micro Area",2,34.384239,-88.508626,Tupelo,MS,False,"tupelo, ms micro area"
46340,"Tyler, TX Metro Area",1,32.375105,-95.268939,Tyler,TX,True,"tyler, tx metro area"
46460,"Union City, TN Micro Area",2,36.361892,-89.148078,Union City,TN,False,"union city, tn micro area"
46500,"Urbana, OH Micro Area",2,40.132775,-83.767604,Urbana,OH,False,"urbana, oh micro area"
46580,"Utuado, PR Micro Area",2,18.270865,-66.702989,Utuado,PR,False,"utuado, pr micro area"
46700,"Vallejo, CA Metro Area",1,38.267226,-121.939594,Vallejo,CA,True,"vallejo, ca metro area"
46780,"Van Wert, OH Micro Area",2,40.85552,-84.585775,Van Wert,OH,False,"van wert, oh micro area"
46980,"Vicksburg, MS Micro Area",2,32.356095,-90.852384,Vicksburg,MS,False,"vicksburg, ms micro area"
47020,"Victoria, TX Metro Area",1,28.731455,-97.196993,Victoria,TX,True,"victoria, tx metro area"
47220,"Vineland, NJ Metro Area",1,39.328434,-75.121628,Vineland,NJ,True,"vineland, nj metro area"
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1,36.837289,-76.391849,Virginia Beach-Chesapeake-Norfolk,VA-NC,True,"virginia beach-chesapeake-norfolk, va-nc metro area"
47420,"Wahpeton, ND-MN Micro Area",2,46.29395,-96.790701,Wahpeton,ND-MN,False,"wahpeton, nd-mn micro area"
47460,"Walla Walla, WA Metro Area",1,46.254606,-118.48037,Walla Walla,WA,True,"walla walla, wa metro area"
47540,"Wapakoneta, OH Micro Area",2,40.561309,-84.224018,Wapakoneta,OH,False,"wapakoneta, oh micro area"
47580,"Warner Robins, GA Metro Area",1,32.492806,-83.711084,Warner Robins,GA,True,"warner robins, ga metro area"
47660,"Warrensburg, MO Micro Area",2,38.741528,-93.811863,Warrensburg,MO,False,"warrensburg, mo micro area"
47700,"Warsaw, IN Micro Area",2,41.244293,-85.861575,Warsaw,IN,False,"warsaw, in micro area"
47820,"Washington, NC Micro Area",2,35.482313,-76.842014,Washington,NC,False,"washington, nc micro area"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",1,38.829787,-77.495684,Washington-Arlington-Alexandria,DC-VA-MD-WV,True,"washington-arlington-alexandria, dc-va-md-wv metro area"
47920,"Washington Court House, OH Micro Area",2,39.555246,-83.461893,Washington Court House,OH,False,"washington court house, oh micro area"
47930,"Waterbury-Shelton, CT Metro Area",1,41.518931,-73.087906,Waterbury-Shelton,CT,True,"waterbury-shelton, ct metro area"
48020,"Watertown-Fort Atkinson, WI Micro Area",2,43.013804,-88.773985,Watertown-Fort Atkinson,WI,False,"watertown-fort atkinson, wi micro area"
48140,"Wausau, WI Metro Area",1,44.898036,-89.757823,Wausau,WI,True,"wausau, wi metro area"
48200,"Waynesville, NC Micro Area",2,35.558882,-82.981307,Waynesville,NC,False,"waynesville, nc micro area"
48220,"Weatherford, OK Micro Area",2,35.449463,-98.991295,Weatherford,OK,False,"weatherford, ok micro area"
48260,"Weirton-Steubenville, WV-OH Metro Area",1,40.388914,-80.701966,Weirton-Steubenville,WV-OH,True,"weirton-steubenville, wv-oh metro area"
48580,"Whitewater-Elkhorn, WI Micro Area",2,42.66811,-88.541731,Whitewater-Elkhorn,WI,False,"whitewater-elkhorn, wi micro area"
48620,"Wichita, KS Metro Area",1,37.637896,-97.246287,Wichita,KS,True,"wichita, ks metro area"
48680,"Wildwood-The Villages, FL Metro Area",1,28.713326,-82.069522,Wildwood-The Villages,FL,True,"wildwood-the villages, fl metro area"
48700,"Williamsport, PA Metro Area",1,41.343882,-77.055262,Williamsport,PA,True,"williamsport, pa metro area"
48940,"Wilmington, OH Micro Area",2,39.416681,-83.804583,Wilmington,OH,False,"wilmington, oh micro area"
48980,"Wilson, NC Micro Area",2,35.700357,-77.921598,Wilson,NC,False,"wilson, nc micro area"
49010,"Winchester, TN Micro Area",2,35.155926,-86.099203,Winchester,TN,False,"winchester, tn micro area"
49020,"Winchester, VA-WV Metro Area",1,39.272974,-78.471828,Winchester,VA-WV,True,"winchester, va-wv metro area"
49100,"Winona, MN Micro Area",2,43.981353,-91.777044,Winona,MN,False,"winona, mn micro area"
49180,"Winston-Salem, NC Metro Area",1,36.078852,-80.345064,Winston-Salem,NC,True,"winston-salem, nc metro area"
49220,"Wisconsin Rapids-Marshfield, WI Micro Area",2,44.461413,-90.038825,Wisconsin Rapids-Marshfield,WI,False,"wisconsin rapids-marshfield, wi micro area"
49300,"Wooster, OH Micro Area",2,40.829661,-81.887194,Wooster,OH,False,"wooster, oh micro area"
49340,"Worcester, MA Metro Area",1,42.311693,-71.940282,Worcester,MA,True,"worcester, ma metro area"
49620,"York-Hanover, PA Metro Area",1,39.921751,-76.728889,York-Hanover,PA,True,"york-hanover, pa metro area"
49660,"Youngstown-Warren, OH Metro Area",1,41.195092,-80.76508,Youngstown-Warren,OH,True,"youngstown-warren, oh metro area"
49700,"Yuba City, CA Metro Area",1,39.160969,-121.511833,Yuba City,CA,True,"yuba city, ca metro area"
49780,"Zanesville, OH Micro Area",2,39.966046,-81.943506,Zanesville,OH,False,"zanesville, oh micro area"
45000,"Susanville, CA Micro Area",2,40.715287,-120.621223,Susanville,CA,False,"susanville, ca micro area"
17020,"Chico, CA Metro Area",1,39.665336,-121.603209,Chico,CA,True,"chico, ca metro area"
26020,"Hobbs, NM Micro Area",2,32.795687,-103.413271,Hobbs,NM,False,"hobbs, nm micro area"
34020,"Morgan City, LA Micro Area",2,29.629349,-91.463804,Morgan City,LA,False,"morgan city, la micro area"
35020,"Natchez, MS-LA Micro Area",2,31.542918,-91.382533,Natchez,MS-LA,False,"natchez, ms-la micro area"
42020,"San Luis Obispo-Paso Robles, CA Metro Area",1,35.388189,-120.448897,San Luis Obispo-Paso Robles,CA,True,"san luis obispo-paso robles, ca metro area"
39040,"Port Townsend, WA Micro Area",2,47.805708,-123.527057,Port Townsend,WA,False,"port townsend, wa micro area"
11060,"Altus, OK Micro Area",2,34.594006,-99.412235,Altus,OK,False,"altus, ok micro area"
19060,"Cumberland, MD-WV Micro Area",2,39.532185,-78.807082,Cumberland,MD-WV,False,"cumberland, md-wv micro area"
20060,"Douglas, GA Micro Area",2,31.459541,-82.867327,Douglas,GA,False,"douglas, ga micro area"
25060,"Gulfport-Biloxi, MS Metro Area",1,30.480153,-88.999297,Gulfport-Biloxi,MS,True,"gulfport-biloxi, ms metro area"
28060,"Kalispell, MT Micro Area",2,48.295422,-114.052059,Kalispell,MT,False,"kalispell, mt micro area"
30060,"Lebanon, MO Micro Area",2,37.659698,-92.594843,Lebanon,MO,False,"lebanon, mo micro area"
34060,"Morgantown, WV Metro Area",1,39.525155,-79.801912,Morgantown,WV,True,"morgantown, wv metro area"
35060,"Natchitoches, LA Micro Area",2,31.732509,-93.082546,Natchitoches,LA,False,"natchitoches, la micro area"
37060,"Oxford, MS Micro Area",2,34.221062,-89.584602,Oxford,MS,False,"oxford, ms micro area"
39060,"Pottsville, PA Micro Area",2,40.703682,-76.217788,Pottsville,PA,False,"pottsville, pa micro area"
40060,"Richmond, VA Metro Area",1,37.412237,-77.44372,Richmond,VA,True,"richmond, va metro area"
48060,"Watertown-Fort Drum, NY Metro Area",1,43.996389,-76.052968,Watertown-Fort Drum,NY,True,"watertown-fort drum, ny metro area"
47080,"Vidalia, GA Micro Area",2,32.154218,-82.411379,Vidalia,GA,False,"vidalia, ga micro area"
49080,"Winnemucca, NV Micro Area",2,41.407914,-118.127591,Winnemucca,NV,False,"winnemucca, nv micro area"
10100,"Aberdeen, SD Micro Area",2,45.519435,-98.7007,Aberdeen,SD,False,"aberdeen, sd micro area"
15100,"Brookings, SD Micro Area",2,44.376675,-96.797797,Brookings,SD,False,"brookings, sd micro area"
16100,"Carlsbad-Artesia, NM Micro Area",2,32.457835,-104.306434,Carlsbad-Artesia,NM,False,"carlsbad-artesia, nm micro area"
18100,"Columbus, NE Micro Area",2,41.574696,-97.353145,Columbus,NE,False,"columbus, ne micro area"
25100,"Guymon, OK Micro Area",2,36.746317,-101.483855,Guymon,OK,False,"guymon, ok micro area"
27100,"Jackson, MI Metro Area",1,42.248474,-84.420868,Jackson,MI,True,"jackson, mi metro area"
32100,"Marquette, MI Micro Area",2,46.656596,-87.584028,Marquette,MI,False,"marquette, mi micro area"
36100,"Ocala, FL Metro Area",1,29.202805,-82.0431,Ocala,FL,True,"ocala, fl metro area"
41100,"St. George, UT Metro Area",1,37.262531,-113.4878,St. George,UT,True,"st. george, ut metro area"
43100,"Sheboygan, WI Metro Area",1,43.738713,-87.731531,Sheboygan,WI,True,"sheboygan, wi metro area"
10140,"Aberdeen, WA Micro Area",2,47.113732,-123.826735,Aberdeen,WA,False,"aberdeen, wa micro area"
11140,"Americus, GA Micro Area",2,32.098355,-84.224304,Americus,GA,False,"americus, ga micro area"
13140,"Beaumont-Port Arthur, TX Metro Area",1,30.075928,-94.202705,Beaumont-Port Arthur,TX,True,"beaumont-port arthur, tx metro area"
14140,"Bluefield, WV-VA Micro Area",2,37.248463,-81.359375,Bluefield,WV-VA,False,"bluefield, wv-va micro area"
16140,"Carroll, IA Micro Area",2,42.039502,-94.86765,Carroll,IA,False,"carroll, ia micro area"
20140,"Dublin, GA Micro Area",2,32.530355,-82.856622,Dublin,GA,False,"dublin, ga micro area"
22140,"Farmington, NM Metro Area",1,36.511624,-108.324578,Farmington,NM,True,"farmington, nm metro area"
24140,"Goldsboro, NC Metro Area",1,35.35419,-78.00867,Goldsboro,NC,True,"goldsboro, nc metro area"
26140,"Homosassa Springs, FL Metro Area",1,28.850292,-82.595552,Homosassa Springs,FL,True,"homosassa springs, fl metro area"
32140,"Marshall, MN Micro Area",2,44.409195,-95.847268,Marshall,MN,False,"marshall, mn micro area"
45140,"Tahlequah, OK Micro Area",2,35.904367,-94.996796,Tahlequah,OK,False,"tahlequah, ok micro area"
30150,"Lebanon-Claremont, NH-VT Micro Area",2,43.785726,-72.159142,Lebanon-Claremont,NH-VT,False,"lebanon-claremont, nh-vt micro area"
39150,"Prescott Valley-Prescott, AZ Metro Area",1,34.631071,-112.577225,Prescott Valley-Prescott,AZ,True,"prescott valley-prescott, az metro area"
14180,"Blytheville, AR Micro Area",2,35.766944,-90.052207,Blytheville,AR,False,"blytheville, ar micro area"
21180,"Elkins, WV Micro Area",2,38.781095,-79.867788,Elkins,WV,False,"elkins, wv micro area"
27180,"Jackson, TN Metro Area",1,35.753215,-88.882692,Jackson,TN,True,"jackson, tn metro area"
28180,"Kapaa, HI Micro Area",2,22.012038,-159.705965,Kapaa,HI,False,"kapaa, hi micro area"
32180,"Marshall, MO Micro Area",2,39.13584,-93.204164,Marshall,MO,False,"marshall, mo micro area"
38180,"Pierre, SD Micro Area",2,44.404897,-100.484817,Pierre,SD,False,"pierre, sd micro area"
40180,"Riverton, WY Micro Area",2,43.054831,-108.608935,Riverton,WY,False,"riverton, wy micro area"
44180,"Springfield, MO Metro Area",1,37.36087,-93.180262,Springfield,MO,True,"springfield, mo metro area"
47180,"Vincennes, IN Micro Area",2,38.688381,-87.420358,Vincennes,IN,False,"vincennes, in micro area"
48180,"Waycross, GA Micro Area",2,31.133114,-82.36865,Waycross,GA,False,"waycross, ga micro area"
25200,"Hailey, ID Micro Area",2,43.325486,-114.19734,Hailey,ID,False,"hailey, id micro area"
42200,"Santa Maria-Santa Barbara, CA Metro Area",1,34.536677,-120.038364,Santa Maria-Santa Barbara,CA,True,"santa maria-santa barbara, ca metro area"
38210,"Pikeville, KY Micro Area",2,37.499366,-82.509794,Pikeville,KY,False,"pikeville, ky micro area"
10220,"Ada, OK Micro Area",2,34.721421,-96.691804,Ada,OK,False,"ada, ok micro area"
13220,"Beckley, WV Metro Area",1,37.905659,-81.163748,Beckley,WV,True,"beckley, wv metro area"
15220,"Brownwood, TX Micro Area",2,31.764137,-98.998456,Brownwood,TX,False,"brownwood, tx micro area"
16220,"Casper, WY Metro Area",1,42.977645,-106.768219,Casper,WY,True,"casper, wy metro area"
20220,"Dubuque, IA Metro Area",1,42.463481,-90.878771,Dubuque,IA,True,"dubuque, ia metro area"
19220,"Danville, KY Micro Area",2,37.507848,-84.735684,Danville,KY,False,"danville, ky micro area"
21220,"Elko, NV Micro Area",2,40.906086,-115.554577,Elko,NV,False,"elko, nv micro area"
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",1,36.116394,-94.079545,Fayetteville-Springdale-Rogers,AR,True,"fayetteville-springdale-rogers, ar metro area"
24220,"Grand Forks, ND-MN Metro Area",1,47.835929,-96.842681,Grand Forks,ND-MN,True,"grand forks, nd-mn metro area"
26220,"Hood River, OR Micro Area",2,45.511775,-121.655976,Hood River,OR,False,"hood river, or micro area"
27220,"Jackson, WY-ID Micro Area",2,44.048662,-110.426087,Jackson,WY-ID,False,"jackson, wy-id micro area"
31220,"Ludington, MI Micro Area",2,43.957196,-86.442937,Ludington,MI,False,"ludington, mi micro area"
34220,"Moultrie, GA Micro Area",2,31.189707,-83.769773,Moultrie,GA,False,"moultrie, ga micro area"
39220,"Price, UT Micro Area",2,39.673284,-110.588484,Price,UT,False,"price, ut micro area"
40220,"Roanoke, VA Metro Area",1,37.286226,-79.946935,Roanoke,VA,True,"roanoke, va metro area"
42220,"Santa Rosa-Petaluma, CA Metro Area",1,38.525182,-122.92611,Santa Rosa-Petaluma,CA,True,"santa rosa-petaluma, ca metro area"
46220,"Tuscaloosa, AL Metro Area",1,33.097877,-87.799147,Tuscaloosa,AL,True,"tuscaloosa, al metro area"
47240,"Vineyard Haven, MA Micro Area",2,41.38097,-70.701499,Vineyard Haven,MA,False,"vineyard haven, ma micro area"
12260,"Augusta-Richmond County, GA-SC Metro Area",1,33.460371,-81.982833,Augusta-Richmond County,GA-SC,True,"augusta-richmond county, ga-sc metro area"
11260,"Anchorage, AK Metro Area",1,62.212784,-149.678222,Anchorage,AK,True,"anchorage, ak metro area"
15260,"Brunswick-St. Simons, GA Metro Area",1,31.301739,-81.588909,Brunswick-St. Simons,GA,True,"brunswick-st. simons, ga metro area"
16260,"Cedar City, UT Micro Area",2,37.909304,-113.30674,Cedar City,UT,False,"cedar city, ut micro area"
18260,"Cookeville, TN Micro Area",2,36.190707,-85.463759,Cookeville,TN,False,"cookeville, tn micro area"
19260,"Danville, VA Micro Area",2,36.811853,-79.400122,Danville,VA,False,"danville, va micro area"
21260,"Ellensburg, WA Micro Area",2,47.124441,-120.676709,Ellensburg,WA,False,"ellensburg, wa micro area"
22260,"Fergus Falls, MN Micro Area",2,46.405727,-95.714581,Fergus Falls,MN,False,"fergus falls, mn micro area"
24260,"Grand Island, NE Metro Area",1,41.083926,-98.374218,Grand Island,NE,True,"grand island, ne metro area"
28260,"Kearney, NE Micro Area",2,40.738595,-99.031788,Kearney,NE,False,"kearney, ne micro area"
31260,"Lufkin, TX Micro Area",2,31.251896,-94.611134,Lufkin,TX,False,"lufkin, tx micro area"
29260,"La Grande, OR Micro Area",2,45.304081,-117.999149,La Grande,OR,False,"la grande, or micro area"
34260,"Mountain Home, AR Micro Area",2,36.280268,-92.329949,Mountain Home,AR,False,"mountain home, ar micro area"
32260,"Marshalltown, IA Micro Area",2,42.0417,-92.981403,Marshalltown,IA,False,"marshalltown, ia micro area"
38260,"Pittsburg, KS Micro Area",2,37.505821,-94.853897,Pittsburg,KS,False,"pittsburg, ks micro area"
41260,"St. Marys, PA Micro Area",2,41.427332,-78.653937,St. Marys,PA,False,"st. marys, pa micro area"
43260,"Sheridan, WY Micro Area",2,44.781369,-106.881211,Sheridan,WY,False,"sheridan, wy micro area"
49260,"Woodward, OK Micro Area",2,36.425619,-99.273661,Woodward,OK,False,"woodward, ok micro area"
12300,"Augusta-Waterville, ME Micro Area",2,44.417012,-69.765764,Augusta-Waterville,ME,False,"augusta-waterville, me micro area"
13300,"Beeville, TX Micro Area",2,28.416077,-97.742586,Beeville,TX,False,"beeville, tx micro area"
18300,"Coos Bay-North Bend, OR Micro Area",2,43.18591,-124.094133,Coos Bay-North Bend,OR,False,"coos bay-north bend, or micro area"
17300,"Clarksville, TN-KY Metro Area",1,36.69571,-87.624307,Clarksville,TN-KY,True,"clarksville, tn-ky metro area"
20300,"Dumas, TX Micro Area",2,35.835676,-101.890502,Dumas,TX,False,"dumas, tx micro area"
24300,"Grand Junction, CO Metro Area",1,39.019524,-108.460571,Grand Junction,CO,True,"grand junction, co metro area"
30300,"Lewiston, ID-WA Metro Area",1,46.251696,-116.925017,Lewiston,ID-WA,True,"lewiston, id-wa metro area"
32300,"Martinsville, VA Micro Area",2,36.682503,-79.872564,Martinsville,VA,False,"martinsville, va micro area"
33300,"Milledgeville, GA Micro Area",2,33.05949,-83.255457,Milledgeville,GA,False,"milledgeville, ga micro area"
37300,"Palestine, TX Micro Area",2,31.841261,-95.661727,Palestine,TX,False,"palestine, tx micro area"
42300,"Sault Ste. Marie, MI Micro Area",2,46.321819,-84.52063,Sault Ste. Marie,MI,False,"sault ste. marie, mi micro area"
46300,"Twin Falls, ID Metro Area",1,42.440397,-114.568729,Twin Falls,ID,True,"twin falls, id metro area"
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",1,28.120541,-82.525188,Tampa-St. Petersburg-Clearwater,FL,True,"tampa-st. petersburg-clearwater, fl metro area"
47300,"Visalia, CA Metro Area",1,36.228834,-118.781055,Visalia,CA,True,"visalia, ca metro area"
48300,"Wenatchee-East Wenatchee, WA Metro Area",1,47.76611,-120.270197,Wenatchee-East Wenatchee,WA,True,"wenatchee-east wenatchee, wa metro area"
43320,"Show Low, AZ Micro Area",2,35.390785,-110.321025,Show Low,AZ,False,"show low, az micro area"
17340,"Clearlake, CA Micro Area",2,39.108009,-122.745217,Clearlake,CA,False,"clearlake, ca micro area"
22340,"Fitzgerald, GA Micro Area",2,31.740772,-83.147197,Fitzgerald,GA,False,"fitzgerald, ga micro area"
26340,"Houghton, MI Micro Area",2,47.367297,-88.351332,Houghton,MI,False,"houghton, mi micro area"
27340,"Jacksonville, NC Metro Area",1,34.763109,-77.499469,Jacksonville,NC,True,"jacksonville, nc metro area"
31340,"Lynchburg, VA Metro Area",1,37.364926,-79.216689,Lynchburg,VA,True,"lynchburg, va metro area"
32340,"Maryville, MO Micro Area",2,40.361136,-94.883146,Maryville,MO,False,"maryville, mo micro area"
36340,"Oil City, PA Micro Area",2,41.400714,-79.765813,Oil City,PA,False,"oil city, pa micro area"
38340,"Pittsfield, MA Metro Area",1,42.371493,-73.217928,Pittsfield,MA,True,"pittsfield, ma metro area"
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",1,28.298311,-80.700333,Palm Bay-Melbourne-Titusville,FL,True,"palm bay-melbourne-titusville, fl metro area"
45340,"Taos, NM Micro Area",2,36.577183,-105.638878,Taos,NM,False,"taos, nm micro area"
47340,"Wabash, IN Micro Area",2,40.843747,-85.795192,Wabash,IN,False,"wabash, in micro area"
14380,"Boone, NC Micro Area",2,36.235368,-81.709888,Boone,NC,False,"boone, nc micro area"
13380,"Bellingham, WA Metro Area",1,48.842653,-121.836432,Bellingham,WA,True,"bellingham, wa metro area"
18380,"Cordele, GA Micro Area",2,31.920268,-83.75653,Cordele,GA,False,"cordele, ga micro area"
17380,"Cleveland, MS Micro Area",2,33.799139,-90.88412,Cleveland,MS,False,"cleveland, ms micro area"
21380,"Emporia, KS Micro Area",2,38.382134,-96.359301,Emporia,KS,False,"emporia, ks micro area"
22380,"Flagstaff, AZ Metro Area",1,35.829692,-111.773728,Flagstaff,AZ,True,"flagstaff, az metro area"
26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",1,29.33413,-90.843674,Houma-Bayou Cane-Thibodaux,LA,True,"houma-bayou cane-thibodaux, la metro area"
28380,"Kennett, MO Micro Area",2,36.153025,-90.062254,Kennett,MO,False,"kennett, mo micro area"
30380,"Lewistown, PA Micro Area",2,40.601615,-77.651832,Lewistown,PA,False,"lewistown, pa micro area"
32380,"Mason City, IA Micro Area",2,43.213732,-93.274339,Mason City,IA,False,"mason city, ia micro area"
31380,"Macomb, IL Micro Area",2,40.455808,-90.678954,Macomb,IL,False,"macomb, il micro area"
42380,"Sayre, PA Micro Area",2,41.791504,-76.502123,Sayre,PA,False,"sayre, pa micro area"
46380,"Ukiah, CA Micro Area",2,39.432388,-123.442881,Ukiah,CA,False,"ukiah, ca micro area"
49380,"Worthington, MN Micro Area",2,43.677686,-95.763132,Worthington,MN,False,"worthington, mn micro area"
47380,"Waco, TX Metro Area",1,31.5921,-97.286018,Waco,TX,True,"waco, tx metro area"
32390,"Massena-Ogdensburg, NY Micro Area",2,44.488112,-75.074311,Massena-Ogdensburg,NY,False,"massena-ogdensburg, ny micro area"
12420,"Austin-Round Rock-San Marcos, TX Metro Area",1,30.249744,-97.649842,Austin-Round Rock-San Marcos,TX,True,"austin-round rock-san marcos, tx metro area"
15420,"Burley, ID Micro Area",2,42.369199,-113.642424,Burley,ID,False,"burley, id micro area"
13420,"Bemidji, MN Micro Area",2,47.879508,-95.00505,Bemidji,MN,False,"bemidji, mn micro area"
20420,"Durango, CO Micro Area",2,37.287367,-107.839718,Durango,CO,False,"durango, co micro area"
21420,"Enid, OK Metro Area",1,36.378132,-97.788741,Enid,OK,True,"enid, ok metro area"
27420,"Jamestown, ND Micro Area",2,46.972223,-98.956123,Jamestown,ND,False,"jamestown, nd micro area"
29420,"Lake Havasu City-Kingman, AZ Metro Area",1,35.717705,-113.749689,Lake Havasu City-Kingman,AZ,True,"lake havasu city-kingman, az metro area"
30420,"Lexington, NE Micro Area",2,40.756816,-99.821978,Lexington,NE,False,"lexington, ne micro area"
34420,"Mount Pleasant, TX Micro Area",2,33.132104,-94.903503,Mount Pleasant,TX,False,"mount pleasant, tx micro area"
38420,"Platteville, WI Micro Area",2,42.870028,-90.694229,Platteville,WI,False,"platteville, wi micro area"
37420,"Pampa, TX Micro Area",2,35.617393,-100.810553,Pampa,TX,False,"pampa, tx micro area"
42420,"Scottsbluff, NE Micro Area",2,41.699256,-103.708555,Scottsbluff,NE,False,"scottsbluff, ne micro area"
43420,"Sierra Vista-Douglas, AZ Metro Area",1,31.840129,-109.775163,Sierra Vista-Douglas,AZ,True,"sierra vista-douglas, az metro area"
49420,"Yakima, WA Metro Area",1,46.456558,-120.740145,Yakima,WA,True,"yakima, wa metro area"
35440,"Newport, OR Micro Area",2,44.641061,-123.911212,Newport,OR,False,"newport, or micro area"
10460,"Alamogordo, NM Micro Area",2,32.615599,-105.751308,Alamogordo,NM,False,"alamogordo, nm micro area"
13460,"Bend, OR Metro Area",1,44.153837,-120.887072,Bend,OR,True,"bend, or metro area"
23460,"Gadsden, AL Metro Area",1,34.047641,-86.034263,Gadsden,AL,True,"gadsden, al metro area"
24460,"Great Bend, KS Micro Area",2,38.481239,-98.767837,Great Bend,KS,False,"great bend, ks micro area"
25460,"Harrison, AR Micro Area",2,36.087809,-93.162053,Harrison,AR,False,"harrison, ar micro area"
27460,"Jamestown-Dunkirk, NY Micro Area",2,42.304216,-79.407595,Jamestown-Dunkirk,NY,False,"jamestown-dunkirk, ny micro area"
37460,"Panama City-Panama City Beach, FL Metro Area",1,30.273241,-85.642089,Panama City-Panama City Beach,FL,True,"panama city-panama city beach, fl metro area"
38460,"Plattsburgh, NY Micro Area",2,44.752712,-73.705643,Plattsburgh,NY,False,"plattsburgh, ny micro area"
44460,"Steamboat Springs, CO Micro Area",2,40.571846,-107.825352,Steamboat Springs,CO,False,"steamboat springs, co micro area"
41460,"Salina, KS Micro Area",2,38.96457,-97.663387,Salina,KS,False,"salina, ks micro area"
45460,"Terre Haute, IN Metro Area",1,39.392389,-87.347096,Terre Haute,IN,True,"terre haute, in metro area"
48460,"West Plains, MO Micro Area",2,36.774369,-91.887368,West Plains,MO,False,"west plains, mo micro area"
49460,"Yankton, SD Micro Area",2,43.006603,-97.388361,Yankton,SD,False,"yankton, sd micro area"
10480,"Alamosa, CO Micro Area",2,37.32264,-105.774242,Alamosa,CO,False,"alamosa, co micro area"
11500,"Anniston-Oxford, AL Metro Area",1,33.770516,-85.827909,Anniston-Oxford,AL,True,"anniston-oxford, al metro area"
10500,"Albany, GA Metro Area",1,31.644686,-84.110718,Albany,GA,True,"albany, ga metro area"
19500,"Decatur, IL Metro Area",1,39.860237,-88.961529,Decatur,IL,True,"decatur, il metro area"
22500,"Florence, SC Metro Area",1,34.153574,-79.806164,Florence,SC,True,"florence, sc metro area"
24500,"Great Falls, MT Metro Area",1,47.316575,-111.350262,Great Falls,MT,True,"great falls, mt metro area"
34500,"Mount Vernon, IL Micro Area",2,38.30078,-88.92421,Mount Vernon,IL,False,"mount vernon, il micro area"
33500,"Minot, ND Metro Area",1,48.320242,-101.19801,Minot,ND,True,"minot, nd metro area"
31500,"Madison, IN Micro Area",2,38.783604,-85.44009,Madison,IN,False,"madison, in micro area"
41500,"Salinas, CA Metro Area",1,36.240104,-121.315578,Salinas,CA,True,"salinas, ca metro area"
